clo_id,clo
511100,"CLO1 ความหมายและสมบัติของฟังก์ชันเอกซ์โพเนนเชียล

CLO2 ความหมายและสมบัติของฟังก์ชันลอการิทึม

CLO3 เอกลักษณ์พื้นฐานของฟังก์ชันตรีโกณมิติ

CLO4 คำนวณการบวก ลบ คูณ หาร จำนวนจริงและเศษส่วนได้

CLO5 คำนวณค่าสัมบูรณ์ของจำนวนจริงได้

CLO6 คำนวณอัตราส่วน ร้อยละ และเทียบบัญญัติไตรยางศ์ได้

CLO7 คำนวณการบวก ลบ คูณ หาร พหุนามและเศษส่วนของพหุนามได้

CLO8 แยกตัวประกอบพหุนามและแก้สมการพหุนามกำลังสองตัวแปรเดียวได้

CLO9 แก้อสมการพหุนามและพหุนามกำลังสองตัวแปรเดียวได้

CLO10 แก้ระบบสมการเชิงเส้นได้

CLO11 คำนวณค่าของฟังก์ชัน การบวก ลบ คูณ หารของฟังก์ชัน ฟังก์ชันผลประกอบ และฟังก์ชันผกผันได้

CLO12 คำนวณเลขยกกำลังที่มีเลขชี้กำลังเป็นจำนวนเต็มและเลขยกกำลังที่มีเลขชี้กำลังเป็นจำนวนตรรกยะได้

CLO13 คำนวณรากที่ n ในระบบจำนวนจริง และจำนวนจริงในรูปกรณฑ์ได้

CLO14 หาค่าของลอการิทึมของจำนวนจริงได้

CLO15 แก้สมการเอกซ์โพเนนเชียล และสมการลอการิทึมได้

CLO16 เขียนกราฟของฟังก์ชันเชิงเส้น ฟังก์ชันพหุนามกำลังสอง ฟังก์ชันค่าสัมบูรณ์ ฟังก์ชันรากที่สอง ฟังก์ชันขั้นบันได ฟังก์ชันเอกซ์โพเนนเชียล และฟังก์ชันลอการิทึมได้

CLO17 ใช้ทฤษฎีบทพีทาโกรัสได้

CLO18 หาค่าของฟังก์ชันตรีโกณมิติได้"
511108,"CLO1 บอกความต่อเนื่องหรือไม่ต่อเนื่องของฟังก์ชันได้

CLO2 อธิบายความหมายของลำดับ อนุกรม อนุกรมลู่เข้าและอนุกรมลู่ออก

CLO3 หาลิมิตของฟังก์ชันพหุนาม ฟังก์ชันตรรกยะ ฟังก์ชันเอกซ์โพเนนเชียล ฟังก์ชันลอการิทึมและผลประกอบของฟังก์ชันเหล่านั้นได้

CLO4 หาอนุพันธ์ของฟังก์ชันพหุนาม ฟังก์ชันตรรกยะ ฟังก์ชันตรีโกณมิติ ฟังก์ชันเอกซ์โพเนนเชียล ฟังก์ชันลอการิทึมและผลประกอบของฟังก์ชันเหล่านั้นได้

CLO5 หาค่าต่ำสุดสูงสุดโดยการนำอนุพันธ์มาประยุกต์ใช้ได้

CLO6 บอกการลู่เข้าหรือลู่ออกของอนุกรมพีและอนุกรมเรขาคณิตได้"
511246,"CLO1 อธิบายเมทริกซ์ชนิดต่าง ๆ เช่น เมทริกซ์ทแยงมุม เมทริกซ์สามเหลี่ยม เมทริกซ์ขั้นบันได

CLO2 อธิบายหลักการและทฤษฎีของดีเทอร์มิแนนต์ของเมทริกซ์ได้

CLO3 อธิบายหลักการและทฤษฎีของปริภูมิเวกเตอร์ได้

CLO4 อธิบายหลักการและทฤษฎีของปริภูมิผลคูณภายในได้

CLO5 อธิบายหลักการและทฤษฎีของการแปลงเชิงเส้นได้

CLO6 อธิบายสมบัติทางพีชคณิตของการแปลงเชิงเส้นได้

CLO7 ตรวจสอบคุณสมบัติถึงการแปลงเมทริกซ์เป็นเมทริกซ์ทแยงมุม

CLO8 ใช้การดำเนินการขั้นมูลฐานบนเมทริกซ์ได้

CLO9 หาผลเฉลยของระบบสมการเชิงเส้นได้

CLO10 หาฐานของแต่ละปริภูมิเวกเตอร์ได้

CLO11 หาเมทริกซ์ของการแปลงเชิงเส้นได้

CLO12 หาค่าลักษณะเฉพาะและเวกเตอร์ลักษณะเฉพาะได้"
515104,"CLO1 อธิบายแนวคิดพื้นฐานทางสถิติและกระบวนการสถิติ ได้แก่ ตัวแปรและข้อมูล ระดับการวัดของตัวแปร การนำเสนอข้อมูล และวิเคราะห์ข้อมูล และการสรุปผลที่ได้จากการวิเคราะห์ข้อมูล

CLO2 อธิบายวิธีการเก็บรวบรวมข้อมูลทั้งจากการสำรวจ และการทดลอง

CLO3 อธิบายหลักการพื้นฐานของความน่าจะเป็นและตัวแปรสุ่มและใช้นิยามของความน่าจะเป็นแบบมีเงื่อนไขและความเป็นอิสระกันของเหตุการณ์เพื่อพิจารณาความเป็นอิสระกันของเหตุการณ์ได้

CLO4 อธิบายลักษณะและพฤติกรรมของตัวแปรสุ่มที่สำคัญทั้งชนิดไม่ต่อเนื่องและตัวแปรสุ่มชนิดต่อเนื่องโดยใช้ฟังก์ชันการแจกแจงความน่าจะเป็นและฟังก์ชันการแจกแจงความน่าจะเป็นสะสมของตัวแปรสุ่ม

CLO5 อธิบายแนวคิดของการแจกแจงค่าตัวอย่าง และอธิบายคุณสมบัติของการแจกแจงของค่าเฉลี่ยตัวอย่าง สัดส่วนตัวอย่างโดยใช้ทฤษฎีลิมิตสู่ส่วนกลาง

CLO6 อธิบายหลักการของการอนุมานทางสถิติและนำหลักการของการอนุมานทางสถิติไปใช้ในการประมาณค่าและทดสอบสมมติฐานเกี่ยวกับพารามิเตอร์ เพื่อแก้ปัญหาที่เกี่ยวข้องกับบริบทต่าง ๆ ในเชิงสถิติได้

CLO7 สรุปข้อมูลในเชิงความสัมพันธ์ระหว่างตัวแปร 2 ตัว โดยใช้กราฟ ตาราง และการคำนวณเชิงตัวเลข ได้แก่ การทำแผนภาพการกระจาย ตารางการณ์จร สัมประสิทธิ์สหสัมพันธ์ และเส้นการถดถอย พร้อมทั้งตรวจสอบและอธิบายความสัมพันธ์หรือความเกี่ยวพันระหว่างตัวแปรสองตัว โดยใช้ความระมัดระวังในการแปลความหมายของสหสัมพันธ์ (Correlation) และความเกี่ยวพัน (Associations)

CLO8 แปลความหมายของสารสนเทศเชิงปริมาณที่ได้จากการวิเคราะห์ข้อมูลและสื่อสารสารสนเทศและหลักการเชิงสถิติโดยใช้ภาษาที่เหมาะสมกับบริบทและผู้ฟัง

CLO9 เลือกและสร้างกราฟ ตารางและการสรุปเชิงตัวเลขที่เหมาะสมเพื่ออธิบายการแจกแจงของตัวแปรแต่ละตัวในชุดข้อมูลและอธิบายสารสนเทศที่ได้ในรูปแบบการเขียนเชิงพรรณนา

CLO10 ประยุกต์สถิติเพื่อใช้ประมวลผลข้อมูลด้านวิทยาศาสตร์ ธุรกิจ และเทคโนโลยีสารสนเทศ

CLO11 ใช้ภาษาโปรแกรมในการวิเคราะห์และแปลผลการวิเคราะห์ได้อย่างถูกต้อง"
515232,"CLO1 อธิบายหลักความน่าจะเป็นโดยสามารถแสดงขั้นตอนในการคำนวณหาค่าความน่าจะเป็นของเหตุการณ์และ/หรือตัวแปรสุ่มได้

CLO2 อธิบายกฎความน่าจะเป็น ความน่าจะเป็นแบบมีเงื่อนไข และทฤษฎีเบย์ที่เป็นพื้นฐานสำหรับการวิเคราะห์การจำแนกประเภทในปัญญาประดิษฐ์และ/หรือการเรียนรู้ของเครื่อง

CLO3 อธิบายประเภทของตัวแปรสุ่มและการแจกแจกจความน่าจะเป็นของตัวแปรสุ่มที่เป็นพื้นฐานในการศึกษาการลดมิติ การจัดกลุ่มสำหรับปัญญาประดิษฐ์และ/หรือการเรียนรู้ของเครื่อง"
517101,"CLO1 อธิบายหลักการเบื้องต้นของสิทธิ์ในการเข้าถึงข้อมูลรวมถึงเข้าใจหลักการของกฎหมายคุ้มครองข้อมูลส่วนบุคคลเพื่อสร้างความพร้อมในการเป็นพลเมืองดิจิทัล

CLO2 ใช้งานโปรแกรมประยุกต์เพื่อส่งเสริมการทำงานแบบร่วมมือกันและการทำงานเป็นทีม

CLO3 ใช้งานโปรแกรมประยุกต์เพื่อการติดต่อและการสื่อสาร

CLO4 ใช้งานโปรแกรมประยุกต์เพื่อนำเสนอผลงานอย่างสร้างสรรค์

CLO5 สื่อสารด้วยการใช้วิธีการจินตทัศน์สารสนเทศอย่างง่ายเพื่อนำเสนอผลงาน

CLO6 ดำเนินการค้นคว้า รวบรวม และประเมินข้อมูล จากแหล่งข้อมูลที่หลากหลายอย่างมีวิจารณญาณเพื่อสร้างความรอบรู้ทางด้านข้อมูลและสื่อ"
517112,"CLO1 อธิบายหลักการเบื้องต้นของภาษาอธิบายฮาร์ดแวร์ (Hardware description languages) เพื่อใช้ในการสังเคราะห์วงจรรวม

CLO2 อธิบายเทคนิคการลดรูปวงจรตรรกะ

CLO3 อธิบายการวิเคราะห์และออกแบบวงจรพื้นฐานสำหรับการสร้างวงจรองค์ประกอบของระบบคอมพิวเตอร์

CLO4 อธิบายหลักการตรรกะเชิงเลขเบื้องต้นในการนำไปใช้สร้างวงจรดิจิทัลและการประยุกต์ใช้ในการสร้างระบบคอมพิวเตอร์

CLO5 อธิบายการทำงานของวงจรตรรกะพื้นฐานทั้งแบบวงจรผสมและวงจรเชิงลำดับในการนำไปใช้เป็นองค์ประกอบของระบบคอมพิวเตอร์"
517121,"CLO1 อธิบายความสัมพันธ์ระหว่างระบบคอมพิวเตอร์กับการประมวลผลของโปรแกรม

CLO2 อธิบายชนิดข้อมูลและโครงสร้างข้อมูลประเภทต่าง ๆ ในแง่พื้นที่จัดเก็บ ช่วงค่าที่เป็นได้ ลักษณะการใช้งานได้

CLO3 เลือกใช้ชนิดข้อมูลที่เหมาะสมในการเขียนโปรแกรมเพื่อแก้ปัญหา

CLO4 แสดงข้อมูลในหน่วยความจำของตัวแปรชนิดต่าง ๆ และการเปลี่ยนแปลงที่เกิดขึ้นเมื่อทำงานตามคำสั่ง

CLO5 ระบุวัตถุประสงค์ ข้อมูลเข้า ผลลัพธ์ และขั้นตอนการทำงานได้

CLO6 เขียนโปรแกรมแบบโครงสร้างตามขั้นตอนการทำงาน

CLO7 ปฏิบัติตนเหมาะสมตามจริยธรรม และมีความรับผิดชอบต่อตนเองในการเข้าชั้นเรียน"
517122,"CLO1 ความคิดเชิงวัตถุเบื้องต้น การห่อหุ้ม การสร้างคลาส การทำงานและการส่งสารของคลาส วัตถุ การสร้างฟังก์ชันสำหรับกำหนดค่าเริ่มต้นและสิ้นสุด การสืบทอดคุณสมบัติ การทำพหุรูป การโอเวอร์โหลดฟังก์ชันและตัวดำเนินการ ฟังก์ชันสามัญ เทคนิคการเขียนโปรแกรมสำหรับปัญหาที่ซับซ้อน

CLO2 เลือกใช้ชนิดข้อมูลพื้นฐานหรือโครงสร้างข้อมูลชนิดคลาสตามลักษณะการใช้งานได้

CLO3 เขียนส่วนประกอบของโครงสร้างข้อมูลชนิดคลาสพร้อมสร้างวัตถุจากคลาสและเรียกใช้งาน

CLO4 ระบุวัตถุประสงค์ ข้อมูลเข้า ผลลัพธ์ และขั้นตอนการทำงานได้

CLO5 เขียนโปรแกรมโดยเลือกใช้อัลกอริทึมที่เหมาะสมเพื่อแก้ปัญหาที่ซับซ้อนได้

CLO6 เรียกใช้การทำงานของตัวสร้างและเมธอดของชนิดข้อมูลประเภทคลาส"
517211,"CLO1 อธิบายคำจำกัดความ ลักษณะและการดำเนินการกับโครงสร้างข้อมูลแบบเชิงเส้นและเชิงระดับชั้น

CLO2 เสนอโครงสร้างข้อมูลที่สามารถนำไปใช้ในการแก้ปัญหา

CLO3 เขียนโปรแกรมเพื่อสร้างและนำโครงสร้างข้อมูลไปใช้แก้ปัญหา

CLO4 วัดประสิทธิภาพของอัลกอริทึม

CLO5 ประยุกต์ใช้วิธีการเรียงลำดับและการค้นหาข้อมูลในแบบต่าง ๆ"
517212,"CLO1 อธิบายวิธีเรียงสับเปลี่ยน

CLO2 อธิบายวิธีจัดหมู่

CLO3 อธิบายทฤษฎีบททวินาม

CLO4 อธิบายฟังก์ชันก่อกำเนิด

CLO5 อธิบายการประยุกต์ของฟังก์ชันก่อกำเนิด

CLO6 อธิบายการหาผลเฉลยความสัมพันธ์เวียนเกิดที่เป็นเชิงเส้นและไม่เป็นเชิงเส้น

CLO7 อธิบายการประยุกต์ความสัมพันธ์เวียนเกิด

CLO8 อธิบายนิยามเบื้องต้นของทฤษฎีกราฟ

CLO9 อธิบายทางเดินในกราฟ กราฟออยเลอร์ กราฟแฮมมิลตัน และการหาเส้นทางสั้นที่สุด

CLO10 อธิบายต้นไม้และการหา ต้นไม้ทอดข้ามเล็กที่สุด

CLO11 เขียนกราฟทิศทางและข่ายงาน

CLO12 คำนวณหาค่าการไหลสูงสุดของข่ายงาน

CLO13 วาดรูปไดอะแagramแสดงเครื่องยนต์สถานะจำกัด"
517221,"CLO1 อธิบายหลักการสำคัญของการเขียนโปรแกรมเชิงวัตถุเบื้องต้นได้

CLO2 อธิบายวงจรของการพัฒนาซอฟต์แวร์ได้"
517222,"CLO1 อธิบายแบบจำลอง ส่วนประกอบของคอมพิวเตอร์ และวงรอบคำสั่ง

CLO2 อธิบายความสำคัญของการออกแบบสถาปัตยกรรมชุดคำสั่งและสถาปัตยกรรมระบบคอมพิวเตอร์

CLO3 อธิบายการเข้าถึงข้อมูลของโปรแกรมจากหน่วยความจำหลักและหน่วยความจำแบบแคช และหน่วยเก็บข้อมูลทุติยภูมิ

CLO4 เขียนโปรแกรมระบบคอมพิวเตอร์ด้วยภาษาเครื่องสำหรับคอมพิวเตอร์แบบจัดเก็บโปรแกรมให้ทำงานตามความต้องการ

CLO5 เขียนโปรแกรมและดีบักโปรแกรมด้วยภาษาแอสเซมบลีเพื่อให้คอมพิวเตอร์ทำงานได้ตรงตามความต้องการได้"
517241,"CLO1 อธิบายมาตรฐานและหลักของการสื่อสารข้อมูล ระบบเครือข่ายคอมพิวเตอร์และอินเทอร์เน็ต

CLO2 อธิบายสถาปัตยกรรมเครือข่ายและโพรโทคอลของบริการขั้นพื้นฐานบนอินเทอร์เน็ต

CLO3 กำหนดที่อยู่ของอุปกรณ์ภายในเครือข่ายและสามารถแบ่งเครือข่ายย่อยได้"
517242,"CLO1 อธิบายสถาปัตยกรรมและองค์ประกอบของโปรแกรมประยุกต์บนเว็บ

CLO2 จัดเตรียมข้อมูลที่หลากหลายเพื่อใช้งานบน Web ได้

CLO3 วางโครงสร้างและพัฒนา Web application เพื่อแก้ปัญหาในกรณีศึกษาต่างๆ"
517261,"CLO1 อธิบายข้อมูลและสถาปัตยกรรมของระบบฐานข้อมูลได้ 

CLO2 ใช้งานระบบการจัดการฐานข้อมูลได้

CLO3 อธิบายและประยุกต์ใช้แบบจำลองข้อมูลได้ 

CLO4 จัดเตรียมระบบฐานข้อมูลเชิงสัมพันธ์ได้ 

CLO5 เขียนสัญลักษณ์พีชคณิตแทนการดำเนินการในฐานข้อมูลเชิงสัมพันธ์ และเขียนรีเลชันแคลคูลัสได้ 

CLO6 ประยุกต์ใช้ภาษาสอบถามเชิงโครงสร้างกับปัญหาต่าง ๆ ได้ 

CLO7 ประยุกต์ใช้โครงสร้างดัชนีเพื่อแก้ไขปัญหาต่าง ๆ ได้

CLO8 ใช้งานการควบคุมการใช้งานพร้อมกัน และสร้างการประมวลผลคิวรี กับปัญหาต่าง ๆ ได้

CLO9 อธิบายการทรานแซกชันเบื้องต้นได้  

CLO10 อธิบายแนวคิดฐานข้อมูลเชิงไม่สัมพันธ์เบื้องต้น

CLO11 กำหนดค่าความปลอดภัยของฐานข้อมูล"
517311,"CLO1 อธิบายนิยามและลักษณะการแสดงอัลกอริทึมเบื้องต้น

CLO2 แก้สมการเวียนเกิดสำหรับคำสั่งเรียกตัวเอง

CLO3 แสดงการวิเคราะห์ถัวเฉลี่ย

CLO4 วาดต้นไม้เอวีแอล

CLO5 วาดต้นไม้สองสาม

CLO6 วาดต้นไม้สเปลย์

CLO7 ประยุกต์ใช้วิธีการแบ่งและเอาชนะ

CLO8 ประยุกต์ใช้วิธีโปรแกรมแบบพลวัต

CLO9 ประยุกต์ใช้ขั้นตอนวิธีกรีดี้

CLO10 แก้ปัญหาเอ็นพีคอมพลีตเบื้องต้น"
517312,"CLO1 อธิบายการทำงานของระบบ Input/Output

CLO2 อธิบายระบบแบบกระจาย

CLO3 อธิบายโครงสร้างการจัดเก็บไฟล์และโฟลเดอร์

CLO4 ใช้งานระบบไฟล์ที่ทำงานบนระบบแบบกระจาย

CLO5 ประยุกต์ใช้การสร้าง Process

CLO6 ประยุกต์ใช้การทำงานของ Thread

CLO7 ประยุกต์ใช้การทำ Process Scheduling

CLO8 ประยุกต์ใช้ Process Address Space

CLO9 แสดงกระบวนการทำ Virtual Memory

CLO10 ติดตั้งระบบปฏิบัติการ Linux"
517321,"CLO1 อธิบายความหมายของคำสั่ง ในแง่การเชื่อมโยงตัวแปรกับคุณลักษณะต่าง ๆ การทำงานของหน่วยความจำ ลำดับการทำงาน

CLO2 ใช้งานชนิดข้อมูลและโครงสร้างข้อมูลประเภทต่าง ๆ ของภาษาโปรแกรมแต่ละกรอบแนวคิดในแง่พื้นที่จัดเก็บ ช่วงค่าที่เป็นได้ ลักษณะการใช้งานได้

CLO3 เลือกใช้ชนิดข้อมูลที่เหมาะสมในการเขียนโปรแกรมเพื่อแก้ปัญหา

CLO4 แสดงการจัดเก็บข้อมูลในหน่วยความจำของตัวแปรชนิดต่าง ๆ และการเปลี่ยนแปลงที่เกิดขึ้นเมื่อทำงานตามคำสั่ง

CLO5 แสดงลำดับการทำงานของโปรแกรมเพื่อแก้ปัญหาได้ และเปรียบเทียบข้อแตกต่างของคำสั่งรูปแบบต่าง ๆ ได้

CLO6 เขียนโปรแกรมโดยเลือกใช้อัลกอริทึมที่เหมาะสมกับกรอบแนวคิดของภาษาโปรแกรมเพื่อแก้ปัญหาได้

CLO7 นำเสนอไวยากรณ์ ความหมาย และตัวอย่างการเขียนโปรแกรมตามที่ได้รับมอบหมาย"
517331,"CLO1 อธิบายแนวคิดปัญญาประดิษฐ์เบื้องต้น

CLO2 อธิบายแนวคิดของปริภูมิสถานะ

CLO3 อธิบายวิธีการแก้ปัญหาด้วยการค้นหา

CLO4 อธิบายการค้นหาพื้นฐานในปริภูมิสถานะ

CLO5 อธิบายฮิวริสติกส์และการค้นหาด้วยฮิวริสติกส์

CLO6 อธิบายการค้นหาเฉพาะที่

CLO7 อธิบายการค้นหาแบบปีนเขา

CLO8 อธิบายขั้นตอนวิธีเชิงพันธุกรรม

CLO9 อธิบายขั้นตอนวิธีมินิแมกซ์

CLO10 เขียนประโยคการแทนความรู้และการให้เหตุผล

CLO11 อธิบายตรรกศาสตร์ประพจน์

CLO12 อธิบายตรรกศาสตร์ลำดับที่หนึ่ง

CLO13 เขียนโปรแกรมภาษาโปรลอก (Prolog)

CLO14 อธิบายโครงข่ายประสาทเทียม

CLO15 ประยุกต์โจทย์ปัญหาด้วยขั้นตอนวิธีเชิงพันธุกรรม

CLO16 ประยุกต์โจทย์ปัญหาด้วยการแทนความรู้และการให้เหตุผล

CLO17 ประยุกต์โจทย์ปัญหาด้วยโครงข่ายประสาทเทียม"
517392,"CLO1 ดำเนินงานตามขั้นตอนและการวางแผนการทำวิจัย

CLO2	อธิบายประเด็นจริยธรรมการวิจัย

CLO3 	อธิบายระบบฐานข้อมูลทางวิชาการเพื่อใช้ในการสืบค้นงานวิจัย

CLO4 	จัดทำเอกสารรายงานการวิจัยและนำเสนอผลงานวิจัย

CLO5	เขียนประวัติของตนเอง (CV หรือ Resume) โดยนำเสนอข้อมูลที่ถูกต้องตามจรรยาบรรณทางวิชาชีพ

CLO6	ค้นหาบทความวิจัยและการอ่านทำความเข้าใจบทความวิจัย
"
517393,"CLO1 อธิบายประเด็นจริยธรรมในการทำงาน

CLO1 อธิบายคุณสมบัติของตำแหน่งงานได้

CLO2 เขียนประวัติของตนเอง (CV หรือ Resume) โดยนำเสนอข้อมูลที่ถูกต้องตามจรรยาบรรณทางวิชาชีพ

CLO3 จัดเตรียมเอกสารสมัครงานถูกต้องครบถ้วนเพื่อส่งไปยังสถานประกอบการได้

CLO4 ติดต่อสถานประกอบการและส่งใบสมัครพร้อมประวัติไปยังบริษัทเพื่อเข้ารับการคัดเลือกจากสถานประกอบการ

CLO5 เลือกเครื่องแต่งกายได้อย่างเหมาะสมเมื่อเข้ารับการคัดเลือก

CLO6 ตอบคำถามในการสัมภาษณ์ด้วยความชัดเจนเข้าใจง่ายและสุภาพ

CLO8 ค้นหาตำแหน่งงานและสภาวะของบริษัท"
517493,"CLO2 เลือกใช้โครงสร้างข้อมูลหรือระบบฐานข้อมูลที่เหมาะสมกับโครงร่างงานวิจัย

CLO3 อธิบายภาพรวมของขั้นตอนการทำงานของโครงร่างงานวิจัยได้

CLO4 อธิบายอัลกอริทึมที่เกี่ยวข้องกับโครงร่างงานวิจัยได้

CLO5 เขียนโปรแกรมต้นแบบเพื่อเป็นตัวอย่างในการอธิบายวัตถุประสงค์ของโครงร่างงานวิจัยให้ผู้เกี่ยวข้องเข้าใจได้ง่าย"
517494,"CLO2 เลือกใช้โครงสร้างข้อมูลหรือระบบฐานข้อมูลที่เหมาะสมกับโครงร่างงานวิจัย

CLO4 อธิบายภาพรวมของขั้นตอนการทำงานของโครงงานวิจัยได้

CLO5 อธิบายอัลกอริทึมที่ใช้ในโครงงานวิจัยได้

CLO6 เขียนโปรแกรมเพื่อแก้ปัญหาได้ตรงตามวัตถุประสงค์"
517496,"CLO1 ปฏิบัติงานฐานะพนักงานชั่วคราวในสถานประกอบการเป็นเวลาไม่น้อยกว่า 16 สัปดาห์ เพื่อให้ได้ประสบการณ์จากการปฏิบัติงานที่ได้รับมอบหมายเกี่ยวกับสาขาวิทยาการคอมพิวเตอร์ ภายใต้การควบคุมของผู้ชำนาญการในสถานประกอบการ และอาจารย์นิเทศ การจัดทำรายงานสหกิจ และนำเสนอผลงาน

CLO6 ประยุกต์ใช้อัลกอริทึมที่เหมาะสมกับงานที่ได้รับมอบหมาย"
517497,"CLO1 การเขียนรายงานการปฏิบัติงานสหกิจศึกษา นำเสนอแนวทางการประยุกต์ความรู้จากการปฏิบัติงานสหกิจศึกษา การเข้าร่วมสัมมนาและนำเสนอผลงานจากโครงงานสหกิจศึกษา

CLO2 การเข้าร่วมสัมมนาและนำเสนอผลงาน (ข้อความเกี่ยวกับการนำเสนอ/สัมมนาพบในไฟล์แต่เลขอาจไม่เรียงชัดเจน)"
520251,"CLO1 ออกแบบและพัฒนาส่วนต่อประสานกับผู้ใช้โดยยึดผู้ใช้เป็นศูนย์กลาง

CLO2 ออกแบบและพัฒนาระบบและผลิตภัณฑ์ตามประสบการณ์ของผู้ใช้

CLO3 อธิบายผลกระทบของเทคโนโลยีที่มีต่อมนุษย์ และวางแผนในการเลือกใช้เทคโนโลยีที่เหมาะสมได้

CLO4 อธิบาย และเปรียบเทียบการปฏิสัมพันธ์ระหว่างมนุษย์กับคอมพิวเตอร์ในรูปแบบต่างๆได้

CLO5 อธิบายถึงวิธีการรับรู้ การคิด การรู้จำของมนุษย์ได้

CLO6 ออกแบบตามประสบการณ์ของผู้ใช้ได้อย่างมีประสิทธิภาพ

CLO7 ประยุกต์ใช้รูปการประเมินความยากง่ายในการใช้งานของระบบส่วนต่อประสานและการปฏิสัมพันธ์

CLO8 ใช้เทคโนโลยีสมัยใหม่ในการสืบค้นข้อมูล ศึกษาค้นคว้า เกี่ยวกับการออกแบบโดยยึดผู้ใช้เป็นศูนย์กลาง และตามประสบการณ์ของผู้ใช้

CLO9 ใช้กระบวนการ เครื่องมือ และความคิดสร้างสรรค์ เกี่ยวกับการออกแบบโดยยึดผู้ใช้เป็นศูนย์กลาง และตามประสบการณ์ของผู้ใช้ได้อย่างมีประสิทธิภาพ"
520311,"CLO1 กฎหมายว่าด้วยสิทธิในการแสดงความคิดเห็นอย่างเสรี การสื่อสาร การเผยแพร่สารสนเทศ และ การคุ้มครองข้อมูลส่วนบุคคล

CLO2 กฎหมายเกี่ยวกับสารสนเทศและเทคโนโลยีสารสนเทศ

CLO3 ความรู้พื้นฐานเกี่ยวกับจริยธรรมในการใช้สารสนเทศและเทคโนโลยีสารสนเทศ"
