clo_id,clo
520361,"CLO1 วงจรการพัฒนาระบบ

CLO2 เครื่องมือพื้นฐานในการวิเคราะห์ระบบงาน

CLO3 การพัฒนาระบบงานในรูปแบบอื่น

CLO4 การออกแบบระบบงานคอมพิวเตอร์เชิงกายภาพ

CLO5 ลักษณะพิเศษที่ใช้ในการออกแบบ

CLO6 การวางแผนและการควบคุมโครงงาน

CLO7: ประยุกต์ความรู้ในการพัฒนาซอฟต์แวร์มาศึกษาความเป็นไปได้ วิเคราะห์ และออกแบบระบบงานตามธุรกิจที่สนใจได้"
511113,"CLO1 อธิบายสมบัติทางพีชคณิตของการดำเนินการบนเมทริกซ์ได้

CLO2 ประยุกต์ใช้ความรู้เรื่องเมทริกซ์ในการแก้ระบบสมการเชิงเส้นได้

CLO3 อธิบายสมบัติทางพีชคณิตและเรขาคณิตของการดำเนินการบนเวกเตอร์ได้

CLO4 เขียนสมการของเส้นตรงและระนาบที่กำหนดให้ได้

CLO5 อธิบายความหมายในเชิงเรขาคณิตของอนุพันธ์ได้

CLO6 คำนวณอนุพันธ์ของฟังก์ชันพหุนาม ฟังก์ชันตรรกยะ และฟังก์ชันอดิศัยโดยใช้กฎลูกโซ่ได้

CLO7 ประยุกต์ใช้ความรู้เรื่องอนุพันธ์ในการแก้ปัญหาค่าสูงสุดและค่าต่ำสุดได้

CLO8 คำนวณปริพันธ์ไม่จำกัดเขตโดยการอินทิเกรตโดยการแทน และการอินทิเกรตทีละส่วนได้

CLO9 คำนวณปริพันธ์จำกัดเขตโดยใช้ทฤษฎีบทหลักมูลของแคลคูลัสได้

CLO10 ประยุกต์ใช้ความรู้เรื่องปริพันธ์จำกัดเขตในการหาพื้นที่ของบริเวณระหว่างเส้นโค้งได้

CLO11 สามารถเขียนอนุกรมเทย์เลอร์และอนุกรมแมคลอรินของฟังก์ชันที่กำหนดให้ได้อย่างถูกต้อง

CLO12 สามารถหาผลเฉลยของสมการเชิงอนุพันธ์อันดับหนึ่งแบบแยกตัวแปรได้

CLO13 ประยุกต์ใช้ความรู้เรื่องสมการเชิงอนุพันธ์อันดับหนึ่งแบบแยกตัวแปรได้ในการแก้ปัญหาที่กำหนดให้ได้"
515105,"CLO1 อธิบายแนวคิดพื้นฐานทางสถิติและกระบวนการสถิติ ได้แก่ ตัวแปรและข้อมูล ระดับการวัดของตัวแปร  การนำเสนอข้อมูล และวิเคราะห์ข้อมูล และการสรุปผลที่ได้จากการวิเคราะห์ข้อมูล

CLO2 อธิบายวิธีการเก็บรวบรวมข้อมูลทั้งจากการสำรวจ และการทดลอง

CLO3 เลือกและสร้างกราฟ ตารางและการสรุปเชิงตัวเลขที่เหมาะสมเพื่ออธิบายการแจกแจงของตัวแปรแต่ละตัวในชุดข้อมูลและอธิบายสารสนเทศที่ได้ในรูปแบบการเขียนเชิงพรรณนา

CLO4 อธิบายหลักการพื้นฐานของความน่าจะเป็นและตัวแปรสุ่มและใช้นิยามของความน่าจะเป็นแบบมีเงื่อนไขและความเป็นอิสระกันของเหตุการณ์เพื่อพิจารณาความเป็นอิสระกันของเหตุการณ์ได้

CLO5 อธิบายลักษณะและพฤติกรรมของตัวแปรสุ่มที่สำคัญทั้งชนิดไม่ต่อเนื่องและตัวแปรสุ่มชนิดต่อเนื่องโดยใช้ฟังก์ชันการแจกแจงความน่าจะเป็นและฟังก์ชันการแจกแจงความน่าจะเป็นสะสมของตัวแปรสุ่ม

CLO6 อธิบายแนวคิดของการแจกแจงค่าตัวอย่าง และอธิบายคุณสมบัติของการแจกแจงของค่าเฉลี่ยตัวอย่าง สัดส่วนตัวอย่างโดยใช้ทฤษฎีลิมิตสู่ส่วนกลาง

CLO7 อธิบายหลักการของการอนุมานทางสถิติและนำหลักการของการอนุมานทางสถิติไปใช้ในการประมาณค่าและทดสอบสมมติฐานเกี่ยวกับพารามิเตอร์ เพื่อแก้ปัญหาที่เกี่ยวข้องกับบริบทต่าง ๆ ในเชิงสถิติได้

CLO8 สรุปข้อมูลในเชิงความสัมพันธ์ระหว่างตัวแปร 2 ตัว โดยใช้กราฟ, ตาราง และการคำนวณเชิงตัวเลข ได้แก่ การทำแผนภาพการกระจาย ตารางการณ์จร สัมประสิทธิ์สหสัมพันธ์ และเส้นการถดถอย พร้อมทั้งตรวจสอบและอธิบายความสัมพันธ์หรือความเกี่ยวพันระหว่างตัวแปรสองตัว โดยใช้ความระมัดระวังในการแปลความหมายของสหสัมพันธ์ (correlation) และความเกี่ยวพัน (associations)

CLO9 ประยุกต์สถิติเพื่อใช้ประมวลผลข้อมูลด้านวิทยาศาสตร์ ธุรกิจ และเทคโนโลยีสารสนเทศ

CLO10 แปลความหมายของสารสนเทศเชิงปริมาณที่ได้จากการวิเคราะห์ข้อมูลและสื่อสารสารสนเทศและหลักการเชิงสถิติโดยใช้ภาษาที่เหมาะสมกับบริบทและผู้ฟัง

CLO11 ใช้ภาษาโปรแกรมในการวิเคราะห์และแปลผลการวิเคราะห์ได้อย่างถูกต้อง"
520101,"CLO1 อธิบายความสามารถและหลักการทำงานของระบบคอมพิวเตอร์และสารสนเทศเบื้องต้นได้

CLO2 อธิบายวิวัฒนาการของเทคโนโลยีสารสนเทศได้

CLO3 อธิบายแนวคิดพื้นฐานสำหรับการสร้างโปรแกรมได้

CLO4 อธิบายเทคโนโลยีฐานข้อมูลเบื้องต้นได้

CLO5 อธิบายหลักการสื่อสารข้อมูลเบื้องต้นได้"
520111,"CLO1 อธิบายหลักการนับเบื้องต้น

CLO2 อธิบายลักษณะฟังก์ชันก่อกำเนิด

CLO3 ประยุกต์ใช้ฟังก์ชันก่อกำเนิดในการนับ

CLO4 อธิบายความสัมพันธ์เวียนเกิด และการหาผลเฉลย

CLO5 ประยุกต์ใช้ฟังก์ชันก่อกำเนิดในการหาผลเฉลยความสัมพันธ์เวียนเกิด

CLO6 อธิบายทฤษฎีกราฟเบื้องต้น

CLO7 อธิบายต้นไม้ (Tree) และการประยุกต์ใช้ต้นไม้

CLO8 อธิบายกราฟทิศทาง (Directed graph)

CLO9 อธิบายข่ายงาน และการประยุกต์ใช้ข่ายงาน

CLO10 อธิบายเครื่องยนต์สถานะจำกัดเบื้องต้น

CLO11 อธิบายการหาเส้นทางที่สั้นที่สุดโดย Dijkstra’s algorithm

CLO12 อธิบายการหาต้นไม้ทอดข้ามที่น้อยที่สุดโดย Kruskal’s algorithm และ Prim’s algorithm"
520112,"CLO1 ใช้ส่วนประกอบ และสถาปัตยกรรมของเว็บได้

CLO2 สร้างเว็บไซต์ด้วยภาษาเอชทีเอ็มแอลได้

CLO3 ใช้ Front end design frameworks ในการสร้างเว็บไซต์แบบ Responsive Design ได้"
520213,"CLO1 อธิบายแนวคิดและหลักการพื้นฐานของโครงสร้างข้อมูล เช่น โครงสร้างแบบเชิงเส้น ระดับชั้น ข่ายงาน ลิสต์ กองซ้อน คิว และคิวสองหน้า ต้นไม้ และกราฟได้

CLO3 อธิบายลำดับการทำงานและความสำคัญของขั้นตอนวิธีที่ใช้ในโครงสร้างข้อมูลพื้นฐาน เช่น การค้นหา และการจัดเรียงข้อมูลได้"
520214,"CLO1 อธิบายสถาปัตยกรรมและโครงสร้างของคอมพิวเตอร์ได้

CLO2 อธิบายความรู้เบื้องต้นเกี่ยวกับระบบปฏิบัติการได้

CLO3 ใช้งาน Linux Command ที่จำเป็นสำหรับการพัฒนาซอฟต์แวร์สมัยใหม่ได้

CLO4 อธิบายแนวคิดการจัดเก็บเวอร์ชันได้

CLO5 อธิบายหลักการพื้นฐานของ Git ได้

CLO6 ใช้งาน Git ขั้นพื้นฐานได้

CLO7 ใช้งาน Git ร่วมกับ Jupyter Notebook ได้

CLO8 ปรับแก้ขณะใช้งาน Git ได้

CLO9 อธิบายแนวคิดของ Git Branching ได้

CLO10 จัดการ Git Branch เบื้องต้นได้

CLO11 อธิบายแนวคิดของ Docker Container ได้

CLO12 ใช้ Dockerfile, Docker-compose และจัดการ Docker ด้วย Portainer ได้"
520221,"CLO1 เขียนอธิบายประวัติของฐานข้อมูล ฐานข้อมูลแต่ละแบบจำลองและวิวัฒนากรได้

CLO2 เปรียบเทียบข้อแตกต่างของการเก็บข้อมูลด้วยฐานข้อมูลและกับแบบระบบไฟล์ได้

CLO3 อธิบายและเปรียบเทียบความหมายของคำศัพท์เหล่านี้ information, data, database, database management system, metadata, และ data mining

CLO4 อธิบายถึงคุณภาพของข้อมูล (Data quality) ความถูกต้อง (Accuracy) เวลาในการทำงาน และอธิบายหากฐานข้อมูลมีปัญหาส่งผลต่อองค์กรอย่างไร"
520222,"CLO1 อธิบายแนวคิดและคุณสมบัติภาษาเชิงวัตถุได้

CLO2 ออกแบบและเขียนโปรแกรมเชิงวัตถุที่คำนึงถึงการนำโค้ดกลับมาใช้ซ้ำได้

CLO3 ตรวจสอบและแก้ไขปรับปรุงโปรแกรมเชิงวัตถุที่สร้างขึ้นได้

CLO4 พัฒนาโปรแกรมด้วยแนวคิดเชิงวัตถุในสถานการณ์จริงได้

CLO5 อธิบายประโยชน์และการใช้งาน Design pattern ในการพัฒนาระบบงานได้

CLO6 พัฒนาซอฟต์แวร์แบบโปรแกรมควบคุมแบบจำลองทรรศนะ (Model View Controller) ได้"
520223,"CLO1 สร้าง แก้ไข ลบ ค้นคืน ข้อมูล ตาราง และฐานข้อมูล แบบมีโครงสร้างได้ (rdb) โดยใช้ภาษา SQL

CLO2 ดำเนินการกรองและจัดเรียงข้อมูลโดยใช้ส่วนคำสั่งต่าง ดังนี้ where, order by, between, like, group by having

CLO3 ใช้คำสั่ง joins กับคำสั่ง select ข้อมูลหลายตารางได้

CLO4 ทำการคำนวณในแบบสอบถามโดยใช้เขตข้อมูลจากการคำนวณและฟังก์ชันการรวม (aggregate functions)

CLO5 ใช้คำสั่ง union, intersection, set difference, และ natural join relational โดยการใช้คำสั่งที่เป็นพื้นฐานที่มีมาให้ในระบบจัดการการฐานข้อมูล"
520231,"CLO1 วิเคราะห์ปัญหา และสามารถเลือกวิธีการทางสถิติให้สอดคล้องกับข้อมูลที่ได้

CLO2 อธิบายหลักการและองค์ความรู้ด้านทฤษฎี ทางคณิตศาสตร์ และสถิติ ได้อย่างถูกต้อง

CLO3 ใช้ทักษะกระบวนการทางสถิติ ทักษะการคิดวิเคราะห์และสังเคราะห์ข้อมูล การคิดเชิงเหตุและผลภายใต้ข้อมูล

CLO4 จัดการข้อมูล เลือกวิธีวิเคราะห์ และแปลความหมายสารสนเทศได้หมาะสมต่อสถานการณ์

CLO5 อภิปรายผลการวิเคราะห์ข้อมูลในรูปข้อความที่เข้าใจได้ง่าย

CLO6 ใช้โปรแกรมคอมพิวเตอร์ทางสถิติ หรือใช้เทคโนโลยีสารสนเทศในการสืบค้นข้อมูลได้เหมาะสมกับสถานการณ์

CLO7 ใช้ทักษะในการใช้ภาษาเพื่อสื่อสารความรู้ทางสถิติ และเลือกใช้รูปแบบการสื่อสารได้อย่างเหมาะสม"
520232,"CLO1 อธิบายแนวคิดและหลักการของเทคนิคในการเล่าเรื่องได้

CLO2 อธิบายหลักการและรูปแบบของการแสดงข้อมูลด้วยภาพได้

CLO3 จำแนกแผนภูมิรูปแบบต่าง ๆ ที่เหมาะสมกับข้อมูลได้

CLO4 ออกแบบแนวความคิดการเล่าเรื่องได้

CLO5 ออกแบบการแสดงข้อมูลด้วยแผนภาพได้

CLO6 สร้างรายงานในรูปแบบที่ง่ายต่อความเข้าใจและนำเสนอข้อมูลด้วยแผนภาพได้

CLO7 ประยุกต์ใช้งานเครื่องมือและเทคโนโลยีที่ใช้แสดงข้อมูลด้วยแผนภาพได้"
520241,"CLO1 อธิบายเกี่ยวกับมาตรฐานและกระบวนการทำงานของระบบเครือข่ายคอมพิวเตอร์และอินเทอร์เน็ตได้

CLO2 อธิบายสถาปัตยกรรมเครือข่ายและโพรโทคอลของบริการขั้นพื้นฐานบนอินเทอร์เน็ตได้

CLO3 กำหนดที่อยู่ของอุปกรณ์ภายในเครือข่าย และสามารถแบ่งเครือข่ายย่อยได้"
520242,"CLO1 อธิบายแนวคิดเกี่ยวกับการรักษาความมั่นคงของสารสนเทศ

CLO2 อธิบายการบริหารจัดการความปลอดภัยของสารสนเทศ

CLO3 วิเคราะห์การคุกคามในรูปแบบที่หลากหลาย

CLO4 ประยุกต์ใช้เทคโนโลยีในการรักษาความปลอดภัยของสารสนเทศ"
520321,"CLO1 อธิบายความหมายของแนวคิดการพิสูจน์ตัวตนการอนุญาต การควบคุม และการเข้าถึงได้

CLO2 ออกแบบการกระจายตัวของข้อมูลการจำลองแบบและการจัดสรรพื้นที่เก็บข้อมูลให้มีผลต่อประสิทธิภาพของฐานข้อมูลอย่างไร

CLO3 เปรียบเทียบการบริหารข้อมูลและการจัดการฐานข้อมูลได้

CLO4 อธิบายงานที่ทำโดยผู้ดูแลระบบฐานข้อมูลได้

CLO5 สร้าง และจัดการผู้ใช้ฐานข้อมูลกำหนดบทบาทและสิทธิพิเศษ

CLO6 วางแผนการสำรอง การกู้คืน และออกแบบการป้องกันฐานข้อมูลจากภัยพิบัติต่าง ๆ ได้

CLO7 ออกแบบ Meta data ในสภาพแวดล้อมฐานข้อมูลโดยคำนึงถึง Reference integrity

CLO8 อธิบายบทบาทของระบบเครือข่ายในแอปพลิเคชันฐานข้อมูลและบริการไฟล์ (service applications)"
520322,"CLO1 อธิบายแนวคิด หลักการ และองค์ประกอบพื้นฐานของระบบสารสนเทศในงานธุรกิจได้

CLO2 จำแนกและอธิบายถึงระบบสารสนเทศตามหน้าที่สนับสนุนการทำงานของธุรกิจได้

CLO3 อธิบายการจัดการทรัพยากรองค์กร เพื่อสนับสนุนการตัดสินใจเชิงธุรกิจได้

CLO4 อธิบายแนวคิดและหลักการทำธุรกิจพาณิชย์อิเล็กทรอนิกส์เบื้องต้นได้"
520331,"CLO1 ติดตั้งเครื่องที่ใช้ในการเขียนโปรแกรมในงานทางด้าน AI ได้

CLO2 ประยุกต์แนวคิดพื้นฐานในการแก้ปัญหาของงานทางด้าน AI โดยใช้ State Space Search ได้

CLO3 พัฒนา Machine Learning Model (Machine Learning Pipeline) ได้"
520341,"CLO1 ใช้ภาษาสคริปต์สำหรับการเขียนสคริปต์เว็บสคริปต์ฝั่งเซิร์ฟเวอร์และการเขียนสคริปต์ของระบบปฏิบัติการ

CLO2 เขียนโปรแกรมไลเอ็นต์ไซต์ชั้นพื้นฐานแสดงรายละเอียดงานได้จริง

CLO3 เขียนโปรแกรมไลเอ็นต์ไซต์ชั้นสูงได้ โดยการเขียนเป็นเชิงวัตถุได้

CLO4 เขียนโปรแกรมรองรับการเกิดเหตุการณ์แบบ interactive ได้

CLO5 เก็บข้อมูลประเภท Cookies, session การรับและส่งข้อมูลผ่าน https

CLO6 เขียนโปรแกรมรับส่งข้อมูลกับ server site ได้ผ่าน get post ได้

CLO7 เขียนโค้ดที่เอกสารที่ใช้แลกเปลี่ยนข้อมูลมาตรฐาน(AJAX JSON)ได้"
520342,"CLO1 อธิบายเทคโนโลยีพื้นฐานของเวิลด์ไวด์เว็บ: สถาปัตยกรรมของเว็บ เอชทีทีพีโพรโทคอล การร้องขอและการตอบสนองเอชทีทีพี การส่ง/รับพารามิเตอร์ ส่วนหัวของเอชทีทีพี

CLO2 อธิบายสถาปัตยกรรมของโปรแกรมประยุกต์แบบเว็บ ตัวบริการโปรแกรมประยุกต์แบบเว็บ การใช้ภาษาสคริปต์สำหรับฝั่งเซิร์ฟเวอร์ขั้นพื้นฐาน รูปแบบ การออกแบบด้วยโมเดลวิวคอนโทรลเลอร์

CLO3 ออกแบบสถาปัตยกรรมของระบบเว็บหรืออุปกรณ์เคลื่อนที่รวมถึงประเด็นต่าง ๆ เช่น รูปแบบการออกแบบ (รวมถึง MVC) เลเยอร์การแลกเปลี่ยนระหว่างความซ้ำซ้อนและความสามารถในการปรับขนาดการจัดการสถานะและการเพิ่มประสิทธิภาพกลไกค้นหา

CLO4 จัดการสถานะการใช้งานของโปรแกรมประยุกต์แบบเว็บขั้นพื้นฐาน: คุกกี้และการจัดการเซสชัน; การแปลงระหว่างข้อมูลเชิงวัตถุและข้อมูลเชิงสัมพันธ์ขั้นพื้นฐาน

CLO5 สร้าง การทดสอบ และการนำโปรแกรมประยุกต์แบบเว็บไปติดตั้งเพื่อใช้งานเบื้องต้น; การทดสอบ การ รวบรวม และการติดตั้งซอฟต์แวร์ที่มีการพัฒนาแยกส่วนกันอย่างอัตโนมัติ

CLO6 ใช้และประยุกต์ เครื่องมือ เฟรมเวิร์ก และเทคโนโลยีสำหรับเว็บ การใช้ภาษาสคริปต์สำหรับฝั่ง เซิร์ฟเวอร์ขั้นสูง

CLO7 เขียนโปรแกรมสื่อสารผ่านซ็อกเก็ต ดีคอม คอร์บา และอาร์เอ็มไอ เอแจ็กซ์

CLO8 ทดสอบ รวบรวม และติดตั้งซอฟต์แวร์ที่มีการพัฒนาแยกส่วนกันอย่างอัตโนมัติ; เครื่องมือ เฟรมเวิร์คและเทคโนโลยีสำหรับเว็บ

CLO9 นำโปรแกรมที่พัฒนาได้จากกรณีศึกษาติดตั้ง และใช้งานได้"
520343,"CLO1 ประยุกต์ใช้หลักการ และกระบวนการทำงานของ Web Service ได้

CLO2 ประยุกต์ใช้ข้อมูลบนเว็บ และใช้ข้อมูลเหล่านั้นได้

CLO3 เขียนโปรแกรม WSDL, SOAP, RESTful Web API เพื่อจำลอง Webservice ได้

CLO4 สร้าง Web Service ที่มีการรักษาความปลอดภัยได้ และพิสูจน์ตัวตนได้

CLO6 จำลองการสร้าง และเรียกใช้ Micro Service แบบเบื้องต้นได้

CLO7 ทดสอบการเรียกใช้ Micro Service ได้"
520362,"CLO9 อธิบายองค์ประกอบและสถาปัตยกรรมของระบบ

CLO10 ออกแบบสถาปัตยกรรมของระบบ

CLO11 เลือกใช้ส่วนประกอบของระบบคอมพิวเตอร์และเครือข่ายที่เหมาะสมกับงาน

CLO12 ประเมินความมั่นคงของระบบ

CLO13 อธิบายวิธีการติดตั้งระบบแบบธรรมดาและแบบเอไจล์

CLO14 อธิบายการบำรุงรักษาระบบ แบบธรรมดาและแบบเอไจล์

CLO15 อธิบายการเลือกใช้ส่วนประกอบของระบบคอมพิวเตอร์และเครือข่ายที่เหมาะสมกับงาน

CLO16 อธิบายการประเมินความมั่นคงของระบบ

CLO20 อธิบายจริยธรรมของวิศวกรซอฟต์แวร์

CLO21 อธิบายกฎหมายที่เกี่ยวกับวิศวกรรมซอฟต์แวร์"
520363,"CLO1 อธิบายรูปแบบสถาปัตยกรรมซอฟต์แวร์วิสาหกิจ

CLO2 ประยุกต์ใช้มาตรฐานการกำกับดูแลและการรักษาความมั่นคงปลอดภัยของระบบสารสนเทศ

CLO3 อธิบายแอปพลิเคชันที่เหมาะสมกับธุรกิจประเภทต่าง ๆ

CLO4 ประยุกต์ใช้กระบวนการพัฒนาระบบสารสนเทศที่เหมาะสมกับธุรกิจ

CLO5 อธิบายสารสนเทศเพื่อการบริหารจัดการ (MIS) และ สารสนเทศสำหรับผู้บริหาร (EIS)

CLO6 อธิบายสถาปัตยกรรมองค์กร (Enterprise Architecture)

CLO7 วิเคราะห์ประสบการณ์การพัฒนาซอฟต์แวร์วิสาหกิจตามกรณีศึกษา

CLO8 วิเคราะห์และวางแผนการแบ่งงานเป็นงานย่อย และมอบหมายงานให้สมาชิกในทีมรับผิดชอบเต็มกำลังความสามารถ

CLO9 อธิบายจริยธรรมของการพัฒนาซอฟต์แวร์วิสาหกิจ

CLO10 อธิบายกฎหมายที่เกี่ยวกับซอฟต์แวร์วิสาหกิจ"
520364,"CLO1 อธิบายลักษณะของโครงการ และวัฏจักรของโครงการประเภทซอฟต์แวร์ได้

CLO2 วิเคราะห์แยกแยะความต้องการของผู้ใช้ได้

CLO3 ประเมินขอบเขตของโครงการจากความต้องการของผู้ใช้ และสภาพแวดล้อมของโครงการได้

CLO4 วางแผนโครงการตามลำดับงานในโครงการได้

CLO5 วิเคราะห์ความแตกต่างของเอไจล์กับการจัดการโครงงานแบบดั้งเดิมได้

CLO6 จัดเตรียม Product Backlogs และวางแผนแบบสปรินท์ได้

CLO7 ใช้เครื่องมือตามวิธีการทำงานแบบสกรัมได้

CLO8 ประยุกต์ใช้งานเครื่องมือตามวิธีการทำงานแบบสกรัมและวางแผนสปรินท์ได้

CLO9 บริหารจัดการเวลา และแสดงตัวอย่างการบริหารจัดการเวลาได้

CLO10 บริหารจัดการทีม และแสดงตัวอย่างการบริหารจัดการทีมได้

CLO11 ตรวจติดตามความคืบหน้าโครงการ และแสดงตัวอย่างการตรวจติดตามโครงการได้

CLO12 ปิดโครงการ และแสดงตัวอย่างการปิดโครงการได้"
520393,"CLO1 ออกแบบ และจัดการโครงงานวิจัยได้

CLO2 เขียนรายงานวิชาการได้

CLO3 ตรวจและอ้างอิงเอกสารวิชาการได้

CLO4 นำเสนอรายงานวิชาการได้

CLO5 เตรียม และนำเสนอหัวข้อโครงงานได้

CLO6 สาธิตการทำงานต้นแบบโครงงานได้"
520394,"CLO1 จัดเตรียม Resume โดยนำเสนอข้อมูลที่ถูกต้อง

CLO2 เขียนจดหมายสมัครงานเพื่อส่งไปยังสถานประกอบการได้

CLO3 ยื่นใบสมัครงานและ Resume เพื่อเข้ารับการคัดเลือกจากสถานประกอบการ

CLO4 แสดงออกถึงคุณลักษณะของตนเอง การสื่อสารที่ดี การวางตัวที่ดีได้"
520493,"CLO1 นำเสนอปัญหาและแนวทางแก้ไขปัญหาแก้ปัญหาโจทย์วิจัยได้

CLO2 พัฒนาระบบการแก้ปัญหางานวิจัยได้"
520494,"CLO1 นำเสนอความก้าวหน้าโปรแกรมที่พัฒนาเพื่อแก้ปัญหางานวิจัยได้

CLO2 นำเสนอผลงานที่เสร็จสมบูรณ์"
520496,"CLO1 พัฒนาโปรแกรม ตามที่ได้รับมอบหมายจากหัวหน้างาน

CLO2 ออกแบบ ติดตั้ง ใช้งานฐานข้อมูลในการสร้างระบบงานที่ได้รับมอบหมาย

CLO4 พัฒนาระบบงานที่เหมาะสมกับธุรกิจตามที่ได้รับมอบหมาย

CLO5 จัดเตรียมสภาพแวดล้อมที่เหมาะสมกับระบบสารสนเทศตามที่ได้รับมอบหมาย

CLO6 ติดตั้ง ทดสอบระบบตามที่ได้รับมอบหมาย

CLO7 รวบรวม และวิเคราะห์ข้อมูล นำเสนอข้อมูลที่ได้รับมอบหมาย

CLO8 อธิบายองค์ประกอบทางเทคโนโลยีสารสนเทศของงานที่ได้รับมอบหมายได้

CLO9 สืบค้น ทดลอง และประยุกต์ใช้ความรู้ใหม่ เทคโนโลยีใหม่ที่เกี่ยวข้องกับงานที่ได้รับมอบหมายได้

CLO10 วิเคราะห์ วางแผน และพัฒนาระบบงานที่ได้รับมอบหมายได้

CLO11 ปฏิบัติตนเหมาะสมตามจริยธรรม และมีความรับผิดชอบต่อตนเอง"
520497,"CLO1 รวบรวมความรู้ และนำเสนอความรู้ พร้อมผลการดำเนินงานจากการปฏิบัติงานสหกิจศึกษาในรูปแบบของรายงาน

CLO2 นำเสนอการประยุกต์ความรู้ที่ได้รับจากการปฏิบัติงานสหกิจศึกษา

CLO3 นำเสนอแนวทาง และการวางแผนเพื่อต่อยอดความรู้จากการปฏิบัติงานสหกิจศึกษาในการบูรณาการกับปัญหาอื่นๆ ได้

CLO4 นำเสนอผลงานจากการปฏิบัติงานสหกิจศึกษาที่ได้รับอนุญาตจากสถานประกอบการแล้ว"
